description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender
Bipolar II disorder with anxiety with anxiety. It has helped me tremendously and have been on it for 3 weeks. I notice a calming effect but have energy. My anxiety and suicidal ideations have ceased. I'm excited to see where this medication will take me in life since I've been on the wrong meds for so long.,bipolar ii disorder anxiety anxiety helped tremendously weeks notice calming effect energy anxiety suicidal ideations ceased im excited see medication take life since ive wrong meds long,Négatif,-0.7867,     Tourette's,39.5,nan
"I was on Abilify for two years or so, it worked great until by body continued to build a high tolerance on it. I started at a decently low dose and had to be increased every now and then. I eventually reached the max dosage- I had already been at a very high dose for my age- and had to be taken off because of the inability to control facial expressions and other muscles (Tardive Dyskinesia).",abilify two years worked great body continued build high tolerance started decently low dose increased every eventually reached max dosage already high dose age taken inability control facial expressions muscles tardive dyskinesia,Positif,0.6124,     Schizophrenia,29.5,nan
The name brand is absolutely amazing unfortunately insurance companies will not cover this drug for everyday people we get the generics and then the generics get generics and pretty soon we're taking drywall from China. And they do not work at all so I have to stop the drug because I cannot afford to get the real one.,name brand absolutely amazing unfortunately insurance companies cover drug everyday people get generics generics get generics pretty soon taking drywall china work stop drug cannot afford get real one,Positif,0.5291,     Other,39.5,male
"I was on Abilify for two years or so, it worked great until by body continued to build a high tolerance on it. I started at a decently low dose and had to be increased every now and then. I eventually reached the max dosage- I had already been at a very high dose for my age- and had to be taken off because of the inability to control facial expressions and other muscles (Tardive Dyskinesia).",abilify two years worked great body continued build high tolerance started decently low dose increased every eventually reached max dosage already high dose age taken inability control facial expressions muscles tardive dyskinesia,Positif,0.6124,     Tourette's,29.5,male
I was rxed Abilify to treat Bipolar 1. I tend to be on the hypomanic side and struggled to find a med that could balance me. Finally my Psychiatrist tried me on Abilify and it worked like a charm.,rxed abilify treat bipolar tend hypomanic side struggled find med could balance finally psychiatrist tried abilify worked like charm,Positif,0.6705,     Bipolar I Disorder with Most Recent Episode Mixed,59.5,female
"This medication was amazing for my tics, it reduced them by at least 50%, at a point where I was suicidal as a result of them (could not eat because I was unable to stop tic'ing for long enough to do so). I am now, after 4+ years, trying to stop them, as they do make me very sedated through the whole day. My Tourettes is a little bit worse, but a lot better now, even though I have reduced it to 5mg.",medication amazing tics reduced least point suicidal result could eat unable stop ticing long enough years trying stop make sedated whole day tourettes little bit worse lot better even though reduced mg,Négatif,-0.6151,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,nan
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,taking abilify yrs conjunction cymbalta worked great however gained lbs went cymbalta month ago went abilify days ago dull headaches contribute going abilify someone tell long takes leave system long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     A Rare Developmental Disorder of Infants,59.5,male
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,taking abilify yrs conjunction cymbalta worked great however gained lbs went cymbalta month ago went abilify days ago dull headaches contribute going abilify someone tell long takes leave system long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     Additional Medications to Treat Depression,21.5,female
Abilify prevented ejaculations for me (a male).    Stopped taking Abilify and immediately back to normal.,abilify prevented ejaculations male stopped taking abilify immediately back normal,Négatif,-0.2023,     Additional Medications to Treat Depression,49.5,male
"Been placed on this med at the hospital with Luvox for OCD and depression. So far, I'm having difficulty sleeping, but otherwise it is too early to tell if it is working. Wil post in several weeks.",placed med hospital luvox ocd depression far im difficulty sleeping otherwise early tell working wil post several weeks,Négatif,-0.7269,     Additional Medications to Treat Depression,49.5,male
Added to Prozac that I've taken for years..ENERGY.. Profound and desirable!! Got me off the couch...Very happy compared to without it..I hope others see similar effects..,added prozac ive taken yearsenergy profound desirable got couchvery happy compared without iti hope others see similar effects,Positif,0.5565,     Additional Medications to Treat Depression,69.5,male
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,taking abilify yrs conjunction cymbalta worked great however gained lbs went cymbalta month ago went abilify days ago dull headaches contribute going abilify someone tell long takes leave system long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     Additional Medications to Treat Depression,15.5,male
