description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"I am allergic to anything that is prescribed and does not effectively cure my illness.    This medication did nothing at all, as far as I am concerned.  Sometime there are drugs to boost spirits or calm and relax.    The medication is dangerous unless your problem is pill popping.  The price is prohibitive of continuation.  This drug is a false hope and nobody deserves to be mistreated.",allergic prescribed does effectively cure illness medication did far concerned drugs boost spirits calm relax medication dangerous unless problem pill popping price prohibitive continuation false hope deserves mistreated,Positif,0.4588,     Other,39.5,female,0
"Before Abilify I spent most of my time sleeping or wanting to sleep. Foggy all day most days. I originally took 5mg with Cymbalta, but was too hyper and would wake up way too early. Am now taking 2 mg and the fog is still lifted and can sleep better, not hyper either.  However, there is a side effect I haven't seen anyone mention.  I have lost my interest in reading. As a big lover of reading I find this to be most disconcerting, also have gained almost 20 lbs.",spent time sleeping wanting sleep foggy day days originally took cymbalta hyper wake way early fog lifted sleep better hyper effect havent seen mention lost reading big lover reading disconcerting gained lbs,Positif,0.8824,     Additional Medications to Treat Depression,69.5,female,0
"I have had bipolar and clinical depression for 15 years. I was put on several SSRI's including Zoloft, Prozac, and Effexor. Nothing helped. Then I was put on Viibryd and shortly after, Abilify. Within days, I felt better and have been able to focus on, and interact better with, my life and others. It was the best thing (medically) that has ever happened to me.",bipolar clinical depression years ssris including zoloft prozac effexor helped viibryd shortly days felt better able focus interact better life best thing medically happened,Positif,0.743,     Bipolar Disorder in Remission,39.5,female,4
very good,good,Positif,0.4404,     Additional Medications to Treat Depression,59.5,male,4
"Abilify did more damage than good for me. I always felt restless like I was on some energy drink. It got so bad I couldn't sleep at night and had to withdraw from it. Doctor told me it would give me more energy but always made me feel ""on edge."" After doing some kind of physical labor I easily became mentally and physically exhausted to the point where I had to lie down for a few hours. Abilify may work for some it just wasn't the one that worked for me.",did damage good felt restless like energy drink got bad sleep night withdraw doctor told energy feel edge doing kind physical labor easily mentally physically exhausted point lie hours work just wasnt worked,Positif,0.4767,     Bipolar Disorder in Remission,21.5,male,4
"Mixed review of this medication.  It did help some, but not enough to make me feel back to my normal price.  It wasn't worth the $1000 a month to justify buying the medication.",mixed review medication did help make feel normal price wasnt worth month justify buying medication,Positif,0.2579,     Bipolar I Disorder with Most Recent Episode Mixed,39.5,female,0
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,yrs conjunction cymbalta worked great gained lbs went cymbalta month ago went days ago dull headaches contribute going tell long takes leave long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     Additional Medications to Treat Depression,59.5,female,1
"After taking a lot of medications and no luck, I tried this one it works good. After two days I noticed a difference. Well worth a try",lot medications luck tried works good days noticed difference worth try,Positif,0.7783,     Schizophrenia,21.5,male,4
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,yrs conjunction cymbalta worked great gained lbs went cymbalta month ago went days ago dull headaches contribute going tell long takes leave long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     Additional Medications to Treat Depression,39.5,female,1
I have been taking Abilify for 3 yrs. and conjunction with Cymbalta. Worked great; however I gained 60lbs. Went off Cymbalta a month ago and went off the Abilify 3days ago. I have dull headaches that I contribute to going off Abilify. Can someone tell me how long it takes to leave your system and how long before I start to lose the weight gain. I walk 3.5lbs on treadmill 5X a week.,yrs conjunction cymbalta worked great gained lbs went cymbalta month ago went days ago dull headaches contribute going tell long takes leave long start lose weight gain walk lbs treadmill x week,Positif,0.6705,     Other,29.5,female,1
It helps tactile hallucinations but affect spending and makes me want to buy more.  Very strong desire to have items,helps tactile hallucinations affect spending makes want buy strong desire items,Positif,0.836,     Tourette's,,nan,2
