description-text,clean_review,sentiment,sentiment_score,Condition,Age_numeric,Gender,topic
"I think this drug saved my life, I take Effexor as well and had been taking it alone, until Abilify, Effexor didn't work that well for bi-polar. Together WOW!",think saved life effexor effexor didnt work bipolar wow,Négatif,-0.0701,     Mania associated with Bipolar Disorder,49.5,female,3
severe lower jaw tremor,severe lower jaw tremor,Négatif,-0.5859,     Additional Medications to Treat Depression,59.5,male,0
ability helped me with serious anxiety issues..but I honestly wouldn't have survived the side effects without the help of light marijuana smoking.side effects such as claustrophobia.,ability helped anxiety issuesbut honestly wouldnt survived help light marijuana smokingside claustrophobia,Négatif,-0.0926,     Mania associated with Bipolar Disorder,39.5,female,3
"Have been on Abilify fore quite sometime now. My PAP ran out so I've had to stop taking it waiting on the arrival of my new script. Didn't think it was doing anything til then. I'm a believer now. It really works for me. Was on lithium til I became ill and my kidneys almost stopped working. Lithium is filtered by the kidneys. So, the doc took me off it. Then here comes Abilify. The only drawback is the blood sugar. I'm boarder line diabetic.",fore quite pap ran ive stop waiting arrival new script didnt think doing til im believer really works lithium til ill kidneys stopped working lithium filtered kidneys doc took comes drawback blood sugar im boarder line diabetic,Négatif,-0.7096,     Additional Medications to Treat Depression,49.5,female,2
Terrible nausea  Completely 0 appetite  Zombielike levels of energy  Chest pains  ~honest factual description which should be written on packaging: Poison/useless/negative/toxic  Ridiculously long half-life will be ages before it wares off after 1 month dose,terrible nausea completely appetite zombielike levels energy chest pains honest factual description written packaging poisonuselessnegativetoxic ridiculously long halflife ages wares month dose,Négatif,-0.4404,     Other,,nan,3
Was prescribed Abilify in addition to cymbalta. I suffered from severe neck/back pain from surgery. I did feel better after taking this drug; however; I have gained 50lbs. I just stopped the abilify and hope to lose the weight gained. Next I hope to stop the Cymbalta.,prescribed addition cymbalta suffered severe neckback pain surgery did feel better gained lbs just stopped hope lose weight gained hope stop cymbalta,Négatif,-0.25,     Additional Medications to Treat Depression,59.5,female,2
"after trying numerous anti depressants, I finally found one that really works.  along with celexa and lamectal, I am no long in a depressed mood.  THANK GOD FOR THIS DRUG!!!!!",trying numerous anti depressants finally really works celexa lamectal long depressed mood thank god,Négatif,-0.5574,     Additional Medications to Treat Depression,59.5,male,3
"Sorry I had to rate this drug but it is required! 30 days of once daily dosing is `$900. Who can afford that? I can't!! We do not qualify for any of the assistance programs/ Personally I think this is PURE GREED on the part of Bristol-Squib.They can charge anything they want. I have suffered chronic major depression for years, was excited about trying this drug but only got more depress",sorry rate required days daily dosing afford qualify assistance programs personally think pure greed bristolsquibthey charge want suffered chronic major depression years excited trying got depress,Négatif,-0.886,     Additional Medications to Treat Depression,59.5,female,3
"This medication literally saved my life. I would have to tell myself the reasons I had to live EVERY DAY. I have become a recluse. I knew I would die if I didn't get help.  After only 3 days on this medication, I no longer feel the urge to kill myself.  If no one has had long term depression, it's hard to understand. The only side effect has been an awful headache in the morning.  Despite it all, I will keep taking this drug.",medication literally saved life tell reasons live day recluse knew die didnt help days medication longer feel urge kill long term depression hard understand effect awful headache morning despite,Négatif,-0.9447,     Additional Medications to Treat Depression,49.5,female,3
"I have depression and my doctor added abilify to aid my anti-depressant. Abilify does wonders for depression it got me from sleeping every day all day to actually getting out of the house. But it also caused me to gain 40lbs. Now that my mood has stabilized I am off of abilify and trying to lose the weight. I do think this is a great starting point but don't take it longer than 6 months if you notice weight gain, it's so hard to lose the weight once you put it on.",depression doctor added aid antidepressant does wonders depression got sleeping day day actually getting house caused gain lbs mood stabilized trying lose weight think great starting point dont longer months notice weight gain hard lose weight,Négatif,-0.3182,     Additional Medications to Treat Depression,29.5,female,2
DONT TAKE. The side effects are worse than the actual help. It makes you extremely uncomfortably restless. It drives me crazy. I twitch and have to move constantly. I won't be taking Abilify ever again.,dont worse actual help makes extremely uncomfortably restless drives crazy twitch constantly wont,Négatif,-0.7562,     Bipolar I Disorder with Most Recent Episode Mixed,21.5,female,1
"This medicine is terrible prescribed for depression. Inability to have an erection. Weight gain , insomnia, not able to stay still.Stay away from this crap.",medicine terrible prescribed depression inability erection weight gain insomnia able stay stillstay away crap,Négatif,-0.8271,     Additional Medications to Treat Depression,21.5,male,2
"Took the lowest dose of this medication once at night (the only other medication I was on was 100mg of Pristiq).  Within hours, I couldn't stop moving, felt like I was crawling out of my skin, had suicidal thoughts.  By morning, I had to go to the ER. My BP was 150/105. They had to sedate me all day. It took several days for the effects to wear off.  I will never touch this medication again.  I thought I should write this review to warn others as no one told me this could happen.",took lowest dose medication night medication pristiq hours stop moving felt like crawling skin suicidal thoughts morning er bp sedate day took days wear touch medication thought write review warn told happen,Négatif,-0.802,     Other,39.5,female,3
BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-BEWARE-Took this w/lithium for depression & bipolar-LOVED IT-WOW I CAME ALIVE-EVERYTHING WAS SO INTERESTING-I WANTED TO DO THINGS NOT JUST GO ALONG LIKE A ROBOT PRETENDING TO BE ALIVE-But in a year and a half I gained 300lbs!!!  HUGE SIDE EFFECT!!!  Such a let down as I had just lost a lot of weight....MISS THE ZEAL FOR LIFE-BUT STRUGGLING TO LOOSE THE WEIGHT AGAIN!!!,bewarebewarebewarebewarebewarebewaretook wlithium depression bipolarloved itwow came aliveeverything interestingi wanted things just like robot pretending alivebut year half gained lbs huge effect let just lost lot weightmiss zeal lifebut struggling loose weight,Négatif,-0.5106,     Additional Medications to Treat Depression,39.5,female,2
